image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_090_label_4.bin,42.253,224.271,91.1803,90.6529,0.069971,0.097857,4.5717,448.358,453.102
image_093_label_6.bin,43.0769,221.083,91.0969,90.2314,0.069083,0.100862,4.50869,445.488,450.172
image_096_label_7.bin,41.7309,222.656,90.9593,90.3923,0.062544,0.098904,4.51136,445.738,450.416
image_027_label_5.bin,41.8311,221.608,91.2973,90.2575,0.06505,0.098426,4.56138,444.994,449.724
image_084_label_0.bin,42.3197,221.029,90.5543,91.2413,0.066528,0.09653,4.59105,445.145,449.904
image_091_label_1.bin,42.0951,221.981,90.6821,91.106,0.067797,0.101044,4.51129,445.865,450.55
image_025_label_6.bin,41.73,219.994,90.6092,90.8219,0.06322,0.100125,4.6082,443.155,447.932
image_085_label_1.bin,41.6644,219.781,91.1768,91.1753,0.061196,0.098315,4.51467,443.797,448.477
image_024_label_2.bin,42.5471,219.588,90.7334,90.7037,0.066726,0.094824,4.55516,443.572,448.294
image_094_label_5.bin,42.1161,220.027,89.7856,90.8932,0.063941,0.096337,4.56381,442.821,447.551
image_070_label_2.bin,41.8478,220.822,90.3242,90.0505,0.08845,0.108767,4.50933,443.045,447.756
image_002_label_5.bin,42.9992,223.363,90.9574,90.7791,0.080701,0.101102,4.53824,448.098,452.824
image_023_label_3.bin,42.076,220.18,90.211,90.3799,0.06832,0.099097,4.57276,442.846,447.592
image_074_label_2.bin,42.3321,222.45,91.4909,90.3096,0.062974,0.097283,4.62366,446.582,451.372
image_010_label_0.bin,41.6356,220.045,90.1072,90.2942,0.066755,0.0978,4.53981,442.082,446.792
image_022_label_1.bin,42.1615,218.968,90.4942,89.8131,0.067636,0.095918,4.59609,441.436,446.201
image_043_label_6.bin,42.2418,219.217,91.5887,91.0833,0.066692,0.097795,4.51483,444.131,448.815
image_067_label_8.bin,42.4938,219.436,90.0267,90.7599,0.064937,0.097705,4.56811,442.716,447.453
image_029_label_7.bin,41.6953,221.682,90.7354,91.3234,0.075652,0.12951,4.57432,445.436,450.221
image_028_label_2.bin,42.3776,222.596,91.0417,92.266,0.071396,0.104577,4.55406,448.281,453.017
image_008_label_4.bin,42.5665,221.848,90.5292,89.855,0.06904,0.101737,4.5397,444.798,449.514
image_030_label_1.bin,42.6515,226.951,92.7036,92.1006,0.067756,0.099738,4.50953,454.406,459.089
image_005_label_1.bin,42.0171,223.559,91.4026,91.2872,0.067081,0.099366,4.51595,448.266,452.954
image_092_label_3.bin,41.8661,219.787,90.0891,91.3101,0.064284,0.100016,4.66583,443.052,447.887
image_073_label_1.bin,42.1692,222.222,91.3431,91.2588,0.065523,0.098159,4.61626,446.993,451.778
image_052_label_0.bin,42.4153,222.708,90.8956,91.088,0.082415,0.100125,4.59284,447.106,451.887
image_066_label_1.bin,42.1425,219.914,91.0071,90.4063,0.065774,0.0972,4.66826,443.47,448.306
image_012_label_4.bin,42.4832,220.42,91.327,89.9016,0.065571,0.099242,4.51239,444.132,448.814
image_086_label_8.bin,41.6842,220.446,90.1062,90.8626,0.063098,0.100908,4.68044,443.099,447.949
image_033_label_7.bin,41.8544,220.242,90.3524,90.9787,0.060582,0.097653,4.53856,443.428,448.13
image_031_label_6.bin,42.1317,220.551,90.8112,90.2948,0.06808,0.101581,4.73862,443.789,448.702
image_058_label_2.bin,41.9143,222.47,90.688,89.8948,0.060953,0.101768,4.51035,444.967,449.646
image_089_label_5.bin,41.8604,221.969,90.2005,90.916,0.064409,0.100919,4.63979,444.946,449.756
