image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_025_label_6.bin,0.707898,1.58255,0.52296,0.405098,0.981291,0.722671,4.61329,3.21851,9.53993
image_053_label_0.bin,0.703483,1.59777,0.515122,0.404276,0.942691,0.764128,4.60335,3.22065,9.53513
image_012_label_4.bin,0.70276,1.59124,0.519421,0.405331,0.989755,0.728337,4.56856,3.21875,9.50967
image_078_label_5.bin,0.703851,1.58922,0.5169,0.403828,0.943751,0.725076,4.59958,3.2138,9.48649
image_084_label_0.bin,0.747097,1.58876,0.522895,0.404818,0.935295,0.721474,4.56714,3.26357,9.4917
image_015_label_5.bin,0.703269,1.63296,0.529748,0.405863,0.956786,0.733371,4.57014,3.27184,9.53635
image_060_label_0.bin,0.705188,1.58612,0.521359,0.405191,1.05434,0.754208,4.6277,3.21785,9.65851
image_019_label_6.bin,0.706718,1.58929,0.515669,0.404789,0.929888,0.727746,4.5682,3.21647,9.44662
image_035_label_2.bin,0.701068,1.58788,0.536958,0.407825,0.939288,0.793739,4.54814,3.23373,9.51914
image_021_label_3.bin,0.715088,1.5908,0.5228,0.408522,0.943427,0.737345,4.51306,3.23721,9.43537
image_058_label_2.bin,0.709693,1.59411,0.519552,0.404859,0.947081,0.732528,4.51285,3.22821,9.42485
image_006_label_1.bin,0.708083,1.59423,0.524596,0.40472,0.939179,0.735989,4.54794,3.23163,9.45896
image_056_label_6.bin,0.708296,1.60191,0.548047,0.405208,0.955598,0.746973,4.51259,3.26346,9.48287
image_096_label_7.bin,0.711097,1.59592,0.514155,0.404807,0.941847,0.734608,4.54218,3.22598,9.44883
image_042_label_0.bin,0.711507,1.58815,0.532626,0.40572,0.94376,0.734492,4.51235,3.238,9.43284
image_046_label_1.bin,0.708079,1.60129,0.536947,0.404836,0.946326,0.750915,4.51429,3.25115,9.46704
image_052_label_0.bin,0.710036,1.5928,0.527578,0.405167,0.95681,0.743048,4.51366,3.23558,9.45335
image_023_label_3.bin,0.709055,1.58983,0.529612,0.405388,0.941871,0.729743,4.51309,3.23389,9.42272
image_066_label_1.bin,0.707467,1.59418,0.52379,0.404047,0.946299,0.733444,4.52572,3.22949,9.43935
image_010_label_0.bin,0.701204,1.58512,0.525178,0.404694,0.936624,0.722288,4.73389,3.2162,9.61327
image_072_label_7.bin,0.71062,1.58463,0.520352,0.405404,0.977474,0.725034,4.5667,3.22101,9.49451
image_014_label_1.bin,0.702799,1.58656,0.521102,0.404462,0.934171,0.725189,4.59825,3.21493,9.49001
image_027_label_5.bin,0.715206,1.58871,0.521241,0.404655,0.942711,0.725741,4.62379,3.22981,9.52676
image_028_label_2.bin,0.7122,1.59231,0.520989,0.403869,0.9458,0.732475,4.59535,3.22937,9.50716
image_051_label_4.bin,0.75355,1.58901,0.519279,0.405193,0.93455,0.722765,4.56775,3.26703,9.49628
image_097_label_5.bin,0.702983,1.59179,0.52115,0.404539,0.945351,0.721828,4.53946,3.22046,9.43119
image_083_label_3.bin,0.706184,1.58858,0.523185,0.405144,0.942997,0.777338,4.61841,3.22309,9.5661
image_088_label_2.bin,0.748715,1.58528,0.526935,0.404229,0.937797,0.725791,4.59698,3.26516,9.52997
image_064_label_9.bin,0.703123,1.58013,0.527687,0.40429,0.948998,0.720704,4.65464,3.21523,9.54374
image_048_label_3.bin,0.739495,1.59563,0.51911,0.405837,0.945452,0.824389,4.56636,3.26007,9.60048
image_040_label_1.bin,0.703141,1.58877,0.52521,0.404043,0.933544,0.722933,4.56699,3.22117,9.44882
image_022_label_1.bin,0.703705,1.58481,0.522158,0.403985,0.948225,0.732366,4.63623,3.21466,9.53573
image_054_label_9.bin,0.701382,1.59072,0.565284,0.404567,1.06035,0.752598,4.56836,3.26195,9.64766
image_077_label_3.bin,0.724589,1.58937,0.521343,0.404181,0.949268,0.728702,4.59938,3.23948,9.52108
image_029_label_7.bin,0.704261,1.58747,0.52122,0.403896,0.965497,0.721667,4.6051,3.21684,9.51336
image_062_label_1.bin,0.719531,1.5873,0.527948,0.40252,0.945913,0.752598,4.59722,3.2373,9.53714
image_000_label_6.bin,0.701539,1.58641,0.513912,0.404488,0.972287,0.746226,4.67286,3.20635,9.60196
image_079_label_7.bin,0.706156,1.58594,0.52042,0.404378,0.952105,0.728856,4.6218,3.21689,9.52391
image_030_label_1.bin,0.703149,1.62838,0.526088,0.404408,0.943687,0.723181,4.6604,3.26202,9.59345
image_082_label_9.bin,0.705047,1.58731,0.521006,0.402735,0.941495,0.722708,4.59519,3.2161,9.49296
image_034_label_9.bin,0.701001,1.58738,0.521032,0.404577,0.943976,0.718907,4.62733,3.21399,9.5085
image_059_label_0.bin,0.733833,1.5842,0.521079,0.403533,0.933822,0.720873,4.59428,3.24265,9.49576
image_086_label_8.bin,0.701287,1.64898,0.525166,0.404248,0.95184,0.722637,4.56793,3.27968,9.52636
image_008_label_4.bin,0.720742,1.58432,0.520678,0.403925,0.934335,0.754312,4.59878,3.22967,9.52138
