image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_021_label_3.bin,68.1228,165.757,76.4859,76.195,0.052574,0.080308,4.49744,386.561,391.195
image_058_label_2.bin,69.2146,167.664,76.3298,76.759,0.053532,0.084772,4.46806,389.968,394.578
image_006_label_1.bin,67.623,166.7,76.3303,76.4855,0.054452,0.084894,4.47221,387.138,391.754
image_056_label_6.bin,67.6369,167.175,76.8771,77.7636,0.054021,0.085397,4.51287,389.453,394.109
image_096_label_7.bin,70.9047,170.516,76.2988,76.4024,0.072573,0.095782,4.47158,394.122,398.766
image_042_label_0.bin,68.1811,166.891,78.2075,78.9519,0.054408,0.085511,4.90374,392.232,397.28
image_046_label_1.bin,69.939,172.585,80.0256,79.7643,0.054911,0.084188,4.51552,402.314,406.973
image_052_label_0.bin,69.7042,170.444,77.2207,77.7541,0.055839,0.086374,4.51015,395.123,399.779
image_023_label_3.bin,68.3031,167.158,76.8461,78.0212,0.053539,0.085575,4.51061,390.329,394.982
image_066_label_1.bin,68.5251,166.062,76.5416,76.1839,0.053923,0.084865,4.66615,387.313,392.121
image_010_label_0.bin,67.6839,166.418,76.8372,76.1586,0.053293,0.08461,4.46888,387.098,391.708
image_072_label_7.bin,69.1445,168.141,76.2877,76.443,0.053556,0.084632,4.46678,390.016,394.624
image_014_label_1.bin,68.1958,166.451,76.5487,76.4843,0.054726,0.084678,4.47192,387.68,392.295
image_027_label_5.bin,68.3233,166.162,77.9009,77.3149,0.054739,0.085007,4.51376,389.701,394.358
image_028_label_2.bin,68.761,166.15,76.2605,76.8799,0.053233,0.08467,4.47058,388.052,392.664
image_051_label_4.bin,68.2593,165.765,76.2109,76.8574,0.053118,0.084767,4.46892,387.093,391.703
image_097_label_5.bin,67.7472,168.854,78.9735,78.0682,0.052803,0.086174,4.51661,393.643,398.303
image_083_label_3.bin,70.1543,165.44,76.8483,76.1169,0.055183,0.085071,4.4718,388.559,393.175
image_088_label_2.bin,67.5795,166.787,77.432,76.8595,0.054723,0.085039,4.51018,388.658,393.312
image_064_label_9.bin,69.1396,168.764,77.2282,76.2152,0.056887,0.0859,4.50053,391.347,395.994
image_048_label_3.bin,68.1906,166.057,76.4367,76.4542,0.053272,0.085032,4.50036,387.139,391.781
image_040_label_1.bin,68.8017,170.023,77.447,77.0412,0.05439,0.085571,4.50051,393.313,397.958
image_022_label_1.bin,67.9321,167.268,76.7468,77.6655,0.056837,0.082079,4.50019,389.612,394.255
image_054_label_9.bin,68.9443,166.905,76.4499,90.5466,0.053821,0.099122,4.65729,402.846,407.661
image_077_label_3.bin,73.093,173.801,79.8271,79.7668,0.105051,0.115117,4.54042,406.487,411.254
image_029_label_7.bin,71.24,171.45,79.2319,80.0302,0.115644,0.118782,4.69013,401.952,406.883
image_062_label_1.bin,73.0592,169.263,76.9539,77.0866,0.072872,0.097848,4.58787,396.362,401.126
image_000_label_6.bin,70.3358,168.507,76.8658,76.1317,0.058138,0.08594,4.47017,391.84,396.459
image_079_label_7.bin,69.2898,166.535,77.7211,76.6085,0.06696,0.092554,4.47056,390.154,394.788
image_030_label_1.bin,69.0103,171.092,78.709,76.7442,0.05915,0.086204,4.47267,395.555,400.178
image_082_label_9.bin,67.6301,166.41,76.4565,76.6246,0.053199,0.084716,4.47236,387.121,391.735
image_034_label_9.bin,67.1597,169.165,77.3511,78.1435,0.053854,0.087566,4.54651,391.819,396.511
image_059_label_0.bin,68.8547,168.759,76.8467,76.3561,0.056668,0.089128,4.47306,390.816,395.439
image_086_label_8.bin,66.9948,166.797,76.4928,77.8223,0.052726,0.083412,4.47126,388.107,392.718
image_008_label_4.bin,68.4482,167.993,76.4668,76.4482,0.053383,0.087647,4.47319,389.356,393.974
