image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms,energy_J,avg_power_W
image_090_label_4.bin,10.8491,91.1796,267.43,987.62,0.720447,0.523291,4.47103,1357.08,1362.8,136.596,100.076
image_050_label_5.bin,10.8662,91.151,270.429,989.527,0.72945,0.572457,4.52373,1361.97,1367.81,137.465,100.191
image_044_label_4.bin,10.7351,91.3467,268.367,986.84,0.781437,0.525394,4.5171,1357.29,1363.12,137.041,100.164
image_013_label_0.bin,11.0006,91.0381,268.833,992.042,0.746817,0.526168,4.48439,1362.91,1368.68,137.239,100.165
image_065_label_6.bin,10.9501,90.4643,271.63,991.715,0.725332,0.530192,4.50849,1364.76,1370.53,138.112,100.013
image_007_label_1.bin,10.7796,90.8097,268.448,986.63,0.742391,0.561508,4.49699,1356.67,1362.48,136.697,100.289
image_024_label_2.bin,10.776,91.316,267.49,986.712,0.712423,0.524392,4.49115,1356.29,1362.03,136.799,100.338
image_049_label_2.bin,10.8583,91.213,269.033,989.611,0.73499,0.527489,4.51259,1360.72,1366.5,138.128,100.301
image_003_label_0.bin,10.821,92.5014,271.198,993.797,0.783994,0.533239,4.47125,1368.32,1374.11,138.221,100.415
image_041_label_9.bin,10.8067,90.4159,269.103,984.787,0.721755,0.519547,5.15687,1355.11,1361.52,138.278,100.944
image_091_label_1.bin,10.7821,90.5351,271.132,993.768,0.732007,0.525591,4.51946,1366.22,1372,139.438,100.766
image_055_label_8.bin,10.7657,91.6155,268.061,998.743,0.750058,0.525397,4.49729,1369.18,1374.96,137.271,99.8094
image_076_label_5.bin,10.7956,91.4095,269.369,991.498,0.720437,0.527036,4.51383,1363.07,1368.84,137.741,99.9161
image_033_label_7.bin,10.8071,91.5036,267.787,992.633,0.721969,0.522802,4.47141,1362.73,1368.47,137.304,100.118
image_001_label_7.bin,10.8094,91.0078,268.443,999.495,0.726577,0.527881,4.48916,1369.76,1375.51,137.703,100.012
image_032_label_3.bin,10.827,91.3613,269.848,994.847,0.798282,0.561944,4.50914,1366.88,1372.76,138.812,100.326
image_067_label_8.bin,10.9018,93.4259,271.334,992.84,0.728585,0.51464,4.52203,1368.5,1374.28,138.337,100.021
image_026_label_5.bin,10.761,91.3853,270.094,997.162,0.735225,0.52749,4.56833,1369.4,1375.24,138.979,100.199
image_063_label_7.bin,10.7373,91.1738,271.304,995.303,0.752648,0.530531,4.46956,1368.52,1374.28,138.264,100.285
image_011_label_0.bin,10.8013,91.8096,267.717,995.884,0.722024,0.522094,4.48973,1366.21,1371.95,138.323,100.221
image_039_label_5.bin,10.807,91.3421,269.958,996.172,0.726562,0.529889,4.50086,1368.28,1374.04,138.365,100.435
image_005_label_1.bin,10.8656,91.3356,270.339,995.394,0.804333,0.527191,4.52797,1367.93,1373.8,138.016,100.416
image_087_label_0.bin,10.8142,91.1278,270.895,995.584,0.725956,0.53033,4.59775,1368.42,1374.28,138.909,100.837
image_074_label_2.bin,10.8116,92.77,268.748,992.23,0.73016,0.525275,4.53848,1364.56,1370.36,138.989,100.67
image_093_label_6.bin,10.8478,92.2502,269.207,996.514,0.741041,0.536136,4.46877,1368.82,1374.59,139.24,100.854
image_047_label_1.bin,10.8713,91.6249,274.141,996.509,0.738307,0.529057,4.48986,1373.15,1378.91,139.05,100.752
image_025_label_6.bin,10.7893,90.783,275.266,992.474,0.729875,0.527999,4.55187,1369.31,1375.15,139.688,101.289
image_053_label_0.bin,10.8115,91.1004,269.898,1001.94,0.739367,0.529835,4.53763,1373.75,1379.56,139.405,100.991
image_012_label_4.bin,10.8009,91.8518,271.901,1001.6,0.722556,0.527871,4.47142,1376.15,1381.88,140.444,101.117
image_078_label_5.bin,10.8767,92.5846,270.225,991.839,0.749974,0.570211,4.49715,1365.53,1371.35,139.148,101.271
image_084_label_0.bin,10.853,90.7626,266.955,991.538,0.748974,0.534119,4.66121,1360.11,1366.06,139.175,101.794
image_015_label_5.bin,10.7438,92.7965,267.535,991.147,0.720054,0.52341,4.51462,1362.22,1367.99,139.498,101.389
image_060_label_0.bin,10.7456,91.8014,267.13,992.374,0.734756,0.525696,4.48882,1362.05,1367.81,138.918,101.46
image_019_label_6.bin,10.8086,91.1402,268.954,991.643,0.724365,0.530553,4.46944,1362.55,1368.29,139.187,101.49
image_035_label_2.bin,10.8663,91.3971,267.799,989.912,0.721235,0.523025,4.49807,1359.97,1365.72,139.752,101.797
image_021_label_3.bin,10.7763,91.8979,268.417,991.485,0.770408,0.526473,4.51127,1362.58,1368.39,140.086,101.611
image_058_label_2.bin,10.8145,91.2813,269.746,994.34,0.729358,0.526297,4.46919,1366.18,1371.91,140.515,101.916
image_006_label_1.bin,10.8919,91.5306,269.23,990.514,0.751563,0.527607,4.52213,1362.17,1367.97,140.571,101.997
image_056_label_6.bin,10.8089,91.0279,269.198,991.383,0.717122,0.524811,4.51177,1362.42,1368.18,140.488,101.99
image_096_label_7.bin,10.7773,92.6784,267.493,993.055,0.730019,0.524835,4.56136,1364,1369.83,139.827,101.965
image_042_label_0.bin,10.7395,91.9686,269.422,993.22,0.725077,0.528763,4.46984,1365.35,1371.08,140.109,101.996
image_046_label_1.bin,10.83,91.2085,270.043,990.2,0.724428,0.57232,4.46945,1362.28,1368.05,140.275,102.103
image_052_label_0.bin,10.8425,91.687,271.306,999.588,0.7365,0.527659,4.46875,1373.42,1379.16,141.295,102.023
image_023_label_3.bin,10.9313,92.1002,269.284,1008.65,0.735271,0.529449,4.57166,1380.96,1386.81,142.547,102.048
image_066_label_1.bin,10.7138,92.317,274.62,994.646,0.793352,0.530339,4.47309,1372.3,1378.1,141.422,102.109
image_010_label_0.bin,10.7582,90.6051,269.317,997.292,0.727096,0.522919,4.52251,1367.97,1373.75,140.592,102.257
image_072_label_7.bin,10.7034,91.4947,278.314,1010.61,0.755788,0.539816,4.56043,1391.12,1396.99,143.243,102.237
image_014_label_1.bin,10.89,91.9794,279.376,1012.39,0.817679,0.576916,4.58696,1394.64,1400.63,144.033,102.187
image_027_label_5.bin,10.862,94.4756,277.158,1112.26,0.80786,0.569744,4.47055,1494.76,1500.61,152.749,101.443
image_028_label_2.bin,10.7803,97.1139,276.235,1000.19,0.794761,0.576189,4.84712,1384.32,1390.54,142.751,102.343
image_051_label_4.bin,10.7628,93.9391,273.988,995.613,0.77569,0.533173,4.51154,1374.3,1380.13,142.218,102.333
image_097_label_5.bin,10.9614,91.2594,271.065,997.222,0.742609,0.516332,4.60599,1370.51,1376.38,141.911,102.55
image_083_label_3.bin,10.8344,92.1235,269.363,992.175,0.728016,0.532168,4.49358,1364.5,1370.26,140.783,102.665
image_088_label_2.bin,10.7993,91.1882,271.117,994.482,0.724377,0.525825,4.50984,1367.59,1373.37,142.17,102.677
image_064_label_9.bin,10.8182,92.2741,272.252,1011.4,0.782941,0.53534,4.93499,1386.75,1393.01,143.293,102.564
image_048_label_3.bin,10.7716,91.945,268.682,992.412,0.724457,0.527438,4.57198,1363.81,1369.64,141.76,102.79
image_040_label_1.bin,10.7169,91.9877,268.971,990.864,0.719531,0.59503,4.5608,1362.54,1368.44,140.894,102.861
image_022_label_1.bin,10.7545,91.3388,267.822,990.312,0.719325,0.527411,4.5492,1360.23,1366.03,140.75,102.806
image_054_label_9.bin,10.8742,91.3241,268.007,988.544,0.718753,0.542183,4.4935,1358.75,1364.51,140.74,103.08
image_077_label_3.bin,10.6884,91.3344,269.18,987.189,0.710709,0.520586,4.47504,1358.39,1364.1,141.756,103.423
image_029_label_7.bin,10.7422,91.3835,264.498,990.249,0.708628,0.56642,4.46905,1356.87,1362.62,140.767,102.828
image_062_label_1.bin,10.8018,94.5376,268.686,997.19,0.718439,0.554401,4.49171,1371.22,1376.99,141.86,102.352
image_000_label_6.bin,10.7809,94.4152,268.177,994.351,0.719783,0.543491,4.55669,1367.72,1373.55,141.357,102.235
image_079_label_7.bin,10.7009,95.5157,268.531,995.805,0.717657,0.524364,4.51077,1370.55,1376.31,141.226,102.31
image_030_label_1.bin,10.6413,93.1351,272.668,993.082,0.762268,0.5259,4.55954,1369.53,1375.38,141.599,102.567
image_082_label_9.bin,10.7663,93.7455,271.63,990.685,0.734254,0.526228,4.54305,1366.83,1372.64,141.112,102.753
image_034_label_9.bin,11.0333,92.3987,267.678,993.681,0.737144,0.524114,4.47579,1364.79,1370.55,141.086,102.697
image_059_label_0.bin,10.8159,94.6076,269.341,992.291,0.714433,0.523307,4.5125,1367.06,1372.81,140.98,102.647
image_086_label_8.bin,10.5794,93.9355,268.649,995.994,0.726816,0.54403,4.47143,1369.16,1374.91,141.57,102.657
image_008_label_4.bin,10.7382,95.1056,269.135,995.431,0.721512,0.522928,4.64994,1370.41,1376.31,142.057,102.681
