image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms,energy_J,avg_power_W
image_036_label_4.bin,10.8793,92.2052,2.13294,0.4329,2.19164,0.915725,4.5185,105.65,113.282,12.3498,102.594
image_094_label_5.bin,10.7587,92.4983,0.44834,0.461378,3.81576,0.91322,4.52865,104.167,113.43,12.4104,103.273
image_090_label_4.bin,10.7512,92.8539,0.459293,0.429195,3.76245,0.915626,4.52036,104.494,113.698,12.2868,102.286
image_050_label_5.bin,10.7264,94.2594,0.459565,0.427149,2.49422,0.927459,4.54574,105.872,113.847,12.2608,102.157
image_044_label_4.bin,10.7822,92.1326,1.95627,0.433573,2.16818,0.917812,4.51547,105.305,112.912,12.3038,102.107
image_013_label_0.bin,10.8097,92.5583,0.450892,0.428771,3.79739,0.912234,4.58553,104.248,113.549,12.3754,102.58
image_065_label_6.bin,10.8457,92.4956,0.449359,0.42845,3.4926,0.904861,4.52726,104.219,113.15,12.3337,103.188
image_007_label_1.bin,10.9626,93.208,0.459587,0.432236,3.38648,0.916013,4.51712,105.062,113.888,12.3297,102.359
image_024_label_2.bin,10.7707,93.6391,0.458597,0.430594,2.61373,0.917082,4.51332,105.299,113.362,12.2947,102.128
image_049_label_2.bin,10.6942,92.1803,0.468977,0.430552,2.28962,2.46996,4.47381,103.774,113.014,12.2552,102.281
image_003_label_0.bin,10.7228,93.5729,0.455515,0.433427,3.67743,0.923503,4.55616,105.185,114.349,12.34,102.444
image_041_label_9.bin,10.6479,92.0717,0.456654,0.430851,2.41036,2.59786,4.51199,103.607,113.133,12.3725,103.046
image_091_label_1.bin,10.7184,92.5826,0.469578,0.427807,2.28994,2.51389,4.53273,104.198,113.542,12.267,102.084
image_055_label_8.bin,10.8593,91.7763,2.11716,0.431852,2.07216,0.920061,4.51535,105.185,112.698,12.278,102.084
image_076_label_5.bin,10.7582,92.7414,0.453165,0.428972,3.82016,0.918634,4.49862,104.382,113.64,12.2849,102.21
image_033_label_7.bin,10.794,92.6385,0.463527,0.430407,3.7894,0.921594,4.51778,104.326,113.561,12.3312,102.611
image_001_label_7.bin,10.6768,93.7574,0.452029,0.426739,2.93197,0.912787,4.54382,105.313,113.708,12.3849,102.982
image_032_label_3.bin,10.8352,92.1107,1.77126,0.433644,2.13177,0.980844,4.51748,105.151,112.787,12.2977,102.175
image_067_label_8.bin,10.6994,93.5991,0.486176,0.428628,3.0796,0.910495,4.51964,105.213,113.73,12.2564,102.231
image_026_label_5.bin,10.7261,92.4544,0.478111,0.432554,2.23639,2.50561,4.51229,104.091,113.351,12.2869,102.057
image_063_label_7.bin,10.7363,92.6829,0.455532,0.43143,4.19359,0.918186,4.51504,104.306,113.94,12.3294,102.575
image_011_label_0.bin,10.7247,91.9525,1.9153,0.433756,2.22045,0.915827,4.51608,105.026,112.685,12.3578,103.1
image_039_label_5.bin,10.6646,93.1109,0.460327,0.430347,3.961,0.915751,4.51593,104.666,114.065,12.3278,102.095
image_005_label_1.bin,10.7035,92.2922,0.451931,0.43081,3.76893,0.915031,4.63032,103.878,113.199,12.2605,102.377
image_087_label_0.bin,10.9177,92.6951,0.457801,0.430963,3.70083,0.960089,4.5603,104.502,113.729,12.33,102.716
image_074_label_2.bin,10.7426,92.9476,0.452901,0.434307,3.53445,0.949707,4.51279,104.577,113.58,12.413,102.986
image_093_label_6.bin,10.7103,92.9729,0.450059,0.429951,3.43588,0.908059,4.47372,104.563,113.402,12.4369,103.553
image_047_label_1.bin,10.8218,92.7464,2.13207,0.432284,2.15156,0.911409,4.51393,106.132,113.715,12.3121,102.608
image_025_label_6.bin,10.8077,92.2875,0.456849,0.429265,2.22869,2.6924,4.75216,103.981,113.661,12.3495,102.689
image_053_label_0.bin,10.7311,93.2891,0.45085,0.430308,3.31833,0.920114,4.51417,104.901,113.66,12.3457,102.627
image_012_label_4.bin,10.7168,93.5682,0.450483,0.428346,2.94477,0.909056,4.52862,105.164,113.552,12.3291,102.759
image_078_label_5.bin,10.8664,92.8036,0.453899,0.428409,3.89861,0.915927,4.83688,104.552,114.21,12.4243,103.314
image_084_label_0.bin,10.8436,91.487,0.449318,1.87717,2.10703,0.924548,4.62635,104.657,112.336,12.3325,102.501
image_015_label_5.bin,10.7428,92.9847,0.453095,0.430262,3.60831,0.983952,4.57265,104.611,113.782,12.2969,102.487
image_060_label_0.bin,10.7509,92.2841,1.79081,0.439549,2.20773,1.02321,4.49745,105.265,113,12.3521,102.551
image_019_label_6.bin,10.7239,92.1982,0.471835,0.429451,4.0121,0.906429,4.47045,103.823,113.218,12.3211,102.63
image_035_label_2.bin,10.7349,92.085,1.85377,0.43365,2.2456,0.918902,4.51389,105.107,112.807,12.3691,103.134
image_021_label_3.bin,10.6616,92.5861,1.93193,0.433229,2.26583,0.913423,4.51492,105.613,113.313,12.3082,102.199
image_058_label_2.bin,10.7178,92.6114,0.453815,0.428688,3.81364,0.905564,4.53063,104.212,113.483,12.2918,102.358
image_006_label_1.bin,10.7754,92.3816,0.468075,0.42864,2.13295,2.62612,4.52711,104.054,113.361,12.3484,102.46
image_056_label_6.bin,10.8577,92.889,0.452742,0.431508,3.20164,0.911541,4.58193,104.631,113.332,12.3202,102.671
image_096_label_7.bin,10.7877,92.9795,0.454613,0.439528,3.42658,0.94221,4.50238,104.661,113.539,12.4244,103.365
image_042_label_0.bin,10.77,92.3936,0.473733,0.437027,2.18188,2.50805,4.73793,104.074,113.524,12.2884,102.266
image_046_label_1.bin,10.7928,93.2747,0.462075,0.433724,3.16271,0.924024,4.48922,104.963,113.546,12.288,102.256
image_052_label_0.bin,10.8237,93.6667,0.454672,0.432503,2.71861,0.928654,4.51388,105.378,113.545,12.2788,102.193
image_023_label_3.bin,10.9209,92.3984,2.04589,0.434069,2.25813,0.921345,4.74026,105.799,113.725,12.3453,102.681
image_066_label_1.bin,10.8257,94.0548,0.454856,0.432532,2.35224,0.922937,4.51491,105.768,113.564,12.455,103.612
image_010_label_0.bin,10.8464,92.7246,0.453732,0.430279,3.5881,0.915696,4.56441,104.455,113.532,12.2993,102.434
image_072_label_7.bin,10.941,92.8331,0.469072,0.430967,2.16899,2.52995,4.47636,104.674,113.856,12.337,102.69
image_014_label_1.bin,10.9323,92.9037,0.448413,0.432264,3.63726,0.915049,4.51,104.717,113.785,12.3884,102.743
image_027_label_5.bin,10.8756,93.025,0.455221,0.433307,3.58861,0.923298,4.51322,104.789,113.836,12.391,102.97
image_028_label_2.bin,10.7636,95.0486,0.455047,0.432373,2.27366,0.919457,4.55385,106.7,114.454,12.4243,103.554
image_051_label_4.bin,10.8014,91.8373,2.11995,0.439327,2.18945,0.941992,4.52352,105.198,112.859,12.3225,102.481
image_097_label_5.bin,10.9279,93.98,0.45719,0.433893,2.32004,0.923489,4.54222,105.799,113.592,12.329,102.614
image_083_label_3.bin,10.7697,96.8948,0.462644,0.436652,2.39738,0.941233,4.66304,108.564,116.573,12.3551,102.778
image_088_label_2.bin,10.7838,91.8981,2.07451,0.437526,2.21906,0.938509,4.55115,105.194,112.909,12.3962,102.969
image_064_label_9.bin,10.8767,91.8069,1.88013,0.434328,2.12712,0.939425,4.51616,104.998,112.587,12.5232,103.845
image_048_label_3.bin,10.8546,95.0917,0.450825,0.430435,2.25686,0.916755,4.59096,106.828,114.615,12.2736,102.54
image_040_label_1.bin,10.8,91.3691,0.454012,1.86665,2.16234,0.935213,4.51819,104.49,112.112,12.3768,102.797
image_022_label_1.bin,10.7461,92.7512,0.480964,0.431167,3.65429,0.924253,4.50252,104.409,113.497,12.3825,102.959
image_054_label_9.bin,10.7409,93.0211,0.459365,0.433933,3.60739,0.92459,4.56066,104.655,113.77,12.3706,103.141
image_077_label_3.bin,10.8328,92.937,0.455643,0.43395,3.42113,0.925237,4.51586,104.659,113.528,12.4852,103.873
image_029_label_7.bin,10.9482,94.0643,0.458451,0.431937,2.31696,0.924915,4.5151,105.903,113.666,12.345,102.662
image_062_label_1.bin,10.924,93.8706,0.461271,0.431517,2.5927,0.93652,4.51875,105.687,113.742,12.3583,102.969
image_000_label_6.bin,10.8482,92.0854,1.89706,0.43318,2.13485,0.920844,4.53225,105.264,112.858,12.3912,102.983
image_079_label_7.bin,10.9488,93.3318,0.460775,0.434447,3.49271,0.963397,4.51517,105.176,114.169,12.4015,102.987
image_030_label_1.bin,10.7616,93.5767,0.453097,0.430164,3.15802,0.918149,4.47553,105.222,113.78,12.4479,103.653
image_082_label_9.bin,10.9645,93.0828,0.458395,0.43262,3.40716,0.924054,4.51503,104.938,113.791,12.3567,102.618
image_034_label_9.bin,11.0585,93.3058,0.453968,0.432015,2.86991,0.920594,4.51527,105.25,113.562,12.334,102.697
image_059_label_0.bin,10.8349,92.4088,0.467341,0.434274,2.15479,2.53249,4.51501,104.145,113.369,12.3409,102.791
image_086_label_8.bin,10.8472,93.4097,0.455772,0.428965,3.59906,0.940826,4.57405,105.142,114.262,12.403,102.969
image_008_label_4.bin,10.9276,92.1153,0.460431,0.433823,3.67344,0.928649,4.62679,103.937,113.172,12.4818,103.847
