image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_038_label_9.bin,247.006,113.859,314.932,1014.68,0.739296,0.655187,4.47364,1690.48,1696.36
image_085_label_1.bin,11.0881,92.6479,272.52,1017.75,0.714305,0.53301,4.49815,1394.01,1399.76
image_095_label_1.bin,10.7842,92.9779,273.275,1019.97,0.72088,0.540305,4.55365,1397.01,1402.83
image_045_label_9.bin,10.9675,92.3027,275.644,1013.92,0.752239,0.5405,4.52655,1392.83,1398.66
image_081_label_0.bin,10.8452,92.9259,274.635,1008.12,0.724808,0.541532,4.46778,1386.53,1392.27
image_069_label_4.bin,10.6953,91.875,273.623,1012.66,0.741738,0.530102,4.46772,1388.85,1394.6
image_004_label_3.bin,10.6552,94.0776,273.172,1004.75,0.739254,0.529137,4.46984,1382.65,1388.4
image_037_label_7.bin,10.7685,91.8332,271.313,1009.76,0.714291,0.528922,4.51658,1383.67,1389.45
image_075_label_7.bin,10.8142,92.879,272.282,1013.24,0.723927,0.532115,4.55481,1389.22,1395.03
image_018_label_0.bin,10.6954,91.8866,271.281,1010.92,0.723931,0.531777,4.52468,1384.79,1390.57
image_089_label_5.bin,10.6764,92.7736,273.871,1008.12,0.728482,0.573738,4.5334,1385.44,1391.28
image_061_label_1.bin,10.7534,92.5611,272.359,1010.62,0.714032,0.557926,4.49727,1386.29,1392.07
image_092_label_3.bin,10.7482,92.2196,272.163,1011.25,0.719976,0.535531,4.46819,1386.38,1392.11
image_071_label_1.bin,10.7194,93.229,273.668,1009.11,0.74679,0.550275,4.47043,1386.73,1392.5
image_017_label_9.bin,10.6945,91.9364,272.068,1006.76,0.703071,0.530642,4.46738,1381.46,1387.16
image_020_label_5.bin,10.7076,92.3495,274.001,1006.6,0.706992,0.526025,4.51398,1383.65,1389.4
image_099_label_5.bin,10.5888,92.1864,276.44,1008.15,0.727117,0.536593,4.50026,1387.36,1393.13
image_009_label_4.bin,10.8254,92.6534,270.821,1010.11,0.720593,0.639223,4.49738,1384.41,1390.27
image_043_label_6.bin,10.7056,92.8371,273.008,1008.11,0.712542,0.541236,4.65665,1384.66,1390.57
image_070_label_2.bin,10.7104,91.7791,271.476,1010.14,0.715513,0.530076,4.46776,1384.1,1389.82
image_057_label_7.bin,10.734,91.7113,273.513,1012.63,0.718106,0.533131,4.5363,1388.59,1394.38
image_031_label_6.bin,10.5637,92.518,271.996,1008.33,0.713317,0.527356,4.46892,1383.4,1389.12
image_098_label_8.bin,10.6813,92.1657,272.411,1007.52,0.712079,0.528268,4.5185,1382.78,1388.54
image_016_label_4.bin,10.7365,91.603,273.754,1012.22,0.711019,0.532871,4.49621,1388.32,1394.06
image_002_label_5.bin,10.6874,93.6494,272.258,1008.02,0.727487,0.560115,4.49798,1384.61,1390.4
image_073_label_1.bin,10.6751,92.2031,272.203,1006.79,0.713927,0.527129,4.57541,1381.87,1387.69
image_080_label_3.bin,10.889,93.194,272.152,1010.95,0.721996,0.530916,4.51809,1387.19,1392.96
image_068_label_0.bin,10.595,92.2312,270.993,1006.76,0.724889,0.528933,4.52565,1380.58,1386.37
image_036_label_4.bin,10.6787,93.738,275.191,1021.21,0.798183,0.585728,4.51883,1400.81,1406.72
image_094_label_5.bin,10.6691,91.7986,272.597,1004.04,0.715962,0.537583,4.46804,1379.11,1384.84
image_090_label_4.bin,10.847,93.7083,272.851,1015.73,0.73999,0.532965,4.51739,1393.14,1398.94
image_050_label_5.bin,10.7546,93.178,273.132,1006.9,0.725777,0.585081,4.52806,1383.96,1389.81
image_044_label_4.bin,10.7369,92.1846,272.306,1005.84,0.696452,0.523797,4.46894,1381.07,1386.76
image_013_label_0.bin,10.6933,91.2132,273.76,1006.16,0.710886,0.530587,4.52493,1381.83,1387.6
image_065_label_6.bin,10.8283,92.6075,275.971,1011.7,0.756539,0.533316,4.55658,1391.11,1396.96
image_007_label_1.bin,10.7121,92.466,270.781,1007.27,0.711292,0.52372,4.4701,1381.23,1386.94
image_024_label_2.bin,10.7467,93.0125,276.238,1015.46,0.735068,0.534739,4.46785,1395.45,1401.19
image_049_label_2.bin,10.7046,91.6695,272.083,1013.05,0.7491,0.528844,4.4973,1387.51,1393.29
image_003_label_0.bin,10.7465,92.8087,273.313,1012.11,0.713564,0.534164,4.51221,1388.98,1394.76
image_041_label_9.bin,10.606,92.7999,271.378,1013.1,0.72089,0.530054,4.49738,1387.89,1393.64
image_091_label_1.bin,10.9071,92.1985,271.841,1007.89,0.705105,0.522483,4.49706,1382.83,1388.56
image_055_label_8.bin,10.7684,93.9849,274.094,1012.8,0.728083,0.523675,4.53759,1391.65,1397.44
image_076_label_5.bin,10.673,94.5487,272.177,1009.97,0.755122,0.526107,4.49335,1387.37,1393.15
image_033_label_7.bin,10.7863,93.2344,273.085,1009.28,0.71574,0.527911,4.5127,1386.38,1392.15
image_001_label_7.bin,10.6284,92.2512,273.967,1012.82,0.734776,0.531673,4.4661,1389.66,1395.4
image_032_label_3.bin,10.7298,93.6739,270.522,1012.47,0.71095,0.531598,4.49717,1387.39,1393.14
image_067_label_8.bin,10.7377,95.1339,272.815,1009.04,0.70241,0.525116,4.46945,1387.73,1393.43
image_026_label_5.bin,10.8686,94.148,273.748,1008.12,0.730791,0.527544,4.47604,1386.88,1392.62
image_063_label_7.bin,10.766,93.8973,273.49,1012.19,0.719343,0.526288,4.46643,1390.34,1396.06
image_011_label_0.bin,10.7287,93.0728,275.57,1008.86,0.709661,0.525961,4.46594,1388.24,1393.94
image_039_label_5.bin,10.694,94.1547,270.63,1009.18,0.701713,0.521077,4.52614,1384.66,1390.41
image_005_label_1.bin,10.7378,94.4712,273.317,1009.2,0.7103,0.52514,4.57096,1387.73,1393.54
image_087_label_0.bin,11.0638,96.3042,274.448,1015.7,0.769181,0.604974,4.54707,1397.52,1403.45
image_074_label_2.bin,10.6538,95.7657,275.464,1010.11,0.713068,0.526801,4.50028,1391.99,1397.74
image_093_label_6.bin,10.6408,92.7668,272.173,1016.75,0.748789,0.571422,4.59014,1392.33,1398.25
image_047_label_1.bin,10.7701,93.6526,278.43,1015.85,0.758675,0.528658,4.52215,1398.7,1404.52
image_025_label_6.bin,10.8273,93.8247,273.394,1015.15,0.710089,0.527012,4.4676,1393.2,1398.91
image_053_label_0.bin,10.7112,93.4175,271.937,1011.98,0.721743,0.531913,4.52639,1388.05,1393.83
image_012_label_4.bin,10.8222,93.7716,272.789,1014.39,0.70544,0.579936,4.66818,1391.77,1397.73
image_078_label_5.bin,10.7483,93.5988,276.078,1014.19,0.735778,0.529152,4.51154,1394.62,1400.4
image_084_label_0.bin,10.6652,93.4012,275.096,1017.23,0.714441,0.536917,4.50382,1396.39,1402.15
image_015_label_5.bin,10.7206,93.8571,273.832,1010.02,0.716038,0.524168,4.46921,1388.43,1394.14
image_060_label_0.bin,10.6889,93.3272,272.813,1013.78,0.769483,0.612036,4.49911,1390.61,1396.49
image_019_label_6.bin,10.7593,92.8181,272.809,1013.41,0.710236,0.524464,4.57965,1389.8,1395.61
image_035_label_2.bin,10.6988,93.604,272.164,1012.53,0.704934,0.522652,4.46891,1389,1394.7
image_021_label_3.bin,10.744,94.7012,270.717,1008.63,0.698837,0.524561,4.468,1384.79,1390.49
image_058_label_2.bin,10.7639,94.0973,273.807,1010.32,0.711274,0.531005,4.49936,1388.99,1394.74
image_006_label_1.bin,10.7053,94.1421,273.162,1010.26,0.712191,0.524637,4.48369,1388.27,1393.99
image_056_label_6.bin,10.7448,93.3801,272.081,1010.97,0.699514,0.530426,4.54186,1387.18,1392.96
image_096_label_7.bin,10.734,94.4927,278.157,1022.82,0.726143,0.554947,4.51894,1406.2,1412.01
image_042_label_0.bin,10.6167,92.586,272.688,1012.88,0.725339,0.531445,4.49775,1388.77,1394.53
image_046_label_1.bin,10.7552,94.3074,273.454,1009.71,0.70311,0.529365,4.47124,1388.22,1393.93
image_052_label_0.bin,10.6833,94.3514,271.953,1009.16,0.707832,0.523057,4.55879,1386.15,1391.95
image_023_label_3.bin,10.7143,93.0148,271.566,1012.81,0.714343,0.526042,4.47554,1388.11,1393.83
image_066_label_1.bin,11.2277,93.429,274.079,1011.13,0.720855,0.550143,4.46981,1389.87,1395.61
image_010_label_0.bin,10.6943,93.0709,271.496,1008.62,0.701678,0.522654,4.4932,1383.89,1389.61
image_072_label_7.bin,10.6975,92.7727,273.802,1006.91,0.698083,0.528362,4.52616,1384.18,1389.94
image_014_label_1.bin,10.7425,94.8625,279.921,1014.05,0.754491,0.530096,4.47035,1399.57,1405.33
image_027_label_5.bin,10.8624,95.4349,275.711,1013.66,0.717616,0.53391,4.4697,1395.67,1401.4
image_028_label_2.bin,10.6604,95.1954,271.567,1009.61,0.705825,0.524588,4.49664,1387.04,1392.77
image_051_label_4.bin,10.8071,94.7947,271.112,1011.17,0.709986,0.5322,4.46774,1387.88,1393.6
image_097_label_5.bin,10.6463,94.422,273.647,1012.4,0.716753,0.539305,4.7488,1391.12,1397.13
image_083_label_3.bin,10.8109,95.1779,274.471,1008.87,0.737667,0.529328,4.47291,1389.33,1395.09
