image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_040_label_1.bin,10.8184,95.2618,0.456252,0.428577,1.08559,0.904662,4.5149,106.965,113.477
image_022_label_1.bin,10.5075,95.3294,0.464484,0.429014,1.09551,0.895251,4.50115,106.73,113.228
image_054_label_9.bin,10.5561,95.2511,0.463063,0.42944,1.08714,0.90134,4.47321,106.7,113.168
image_077_label_3.bin,10.611,96.4485,0.463407,0.430153,1.1023,0.892719,4.52281,107.953,114.477
image_029_label_7.bin,10.5136,93.553,0.458672,0.427471,1.08347,0.896158,4.5046,104.953,111.444
image_062_label_1.bin,10.6321,95.3957,0.459117,0.427035,1.08741,0.88515,4.47178,106.914,113.365
image_000_label_6.bin,11.2323,93.2113,0.464084,0.432767,1.16177,0.913491,4.51591,105.34,111.939
image_079_label_7.bin,10.6366,92.8475,0.459454,0.430245,1.11335,0.912546,4.5117,104.374,110.917
image_030_label_1.bin,10.7113,93.8726,0.465228,0.430399,1.16696,0.911609,4.7876,105.48,112.351
image_082_label_9.bin,11.3667,94.733,0.468576,0.434703,1.31791,0.954716,4.65617,107.003,113.938
image_034_label_9.bin,10.542,91.4654,0.462856,0.437454,1.1294,0.912859,4.51737,102.908,109.473
image_059_label_0.bin,10.4771,96.3524,0.458669,0.426901,1.10977,0.896055,4.72259,107.715,114.449
image_086_label_8.bin,10.6148,97.2433,0.464465,0.429533,1.11356,0.901841,4.72536,108.752,115.498
image_008_label_4.bin,10.5219,93.1217,0.459775,0.427558,1.09998,0.891196,4.50377,104.531,111.031
