image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_038_label_9.bin,57.8963,217.354,87.6407,88.2796,0.056859,0.19746,4.49897,451.17,455.933
image_085_label_1.bin,41.2211,213.486,88.1813,87.5616,0.052778,0.09706,4.46922,430.45,435.074
image_095_label_1.bin,41.959,215.995,110.46,94.547,0.06449,0.114438,4.53358,462.961,467.681
image_045_label_9.bin,43.0357,219.83,89.6954,90.0543,0.082632,0.098554,4.5099,442.616,447.314
image_081_label_0.bin,41.6253,223.319,90.7618,88.0201,0.082002,0.10088,4.576,443.726,448.491
image_069_label_4.bin,42.4065,221.456,88.8429,87.5465,0.075168,0.099085,4.46634,440.252,444.911
image_004_label_3.bin,41.1162,213.75,89.1445,87.3934,0.053774,0.094674,4.49392,431.404,436.052
image_037_label_7.bin,40.9715,216.865,88.5699,88.0321,0.053839,0.094908,4.46878,434.438,439.061
image_075_label_7.bin,40.8526,213.71,87.6061,87.8179,0.052383,0.094331,4.49726,429.987,434.636
image_018_label_0.bin,41.576,213.441,88.3219,87.6746,0.053539,0.092188,4.49785,431.014,435.662
image_089_label_5.bin,40.8503,214.006,87.8783,87.747,0.052596,0.094404,4.46909,430.481,435.102
image_061_label_1.bin,41.3424,214.354,87.6735,87.45,0.055164,0.095559,4.46804,430.819,435.443
image_092_label_3.bin,40.5938,213.959,87.3528,87.3413,0.052907,0.094839,4.63597,429.247,434.035
image_071_label_1.bin,41.1938,214.341,88.0223,87.9465,0.053957,0.096504,4.49957,431.503,436.158
image_017_label_9.bin,41.2031,213.225,87.5881,87.9152,0.056282,0.096229,4.46509,429.931,434.553
image_020_label_5.bin,40.8275,213.194,87.7846,90.1283,0.052655,0.097746,4.56505,431.934,436.654
image_099_label_5.bin,41.6016,217.125,91.0003,88.7919,0.057278,0.099338,4.52284,438.519,443.204
image_009_label_4.bin,40.7719,213.963,87.882,87.5366,0.052474,0.097744,4.49678,430.154,434.806
image_043_label_6.bin,41.2298,216.868,89.1366,89.3304,0.052846,0.099276,4.51408,436.565,441.236
image_070_label_2.bin,41.6623,213.616,87.5216,87.4031,0.063467,0.096924,4.46854,430.203,434.836
image_057_label_7.bin,40.6878,215.538,88.8309,87.3193,0.052857,0.096605,4.47302,432.376,437.004
