image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_047_label_1.bin,0.866753,1.59137,0.545527,0.416108,0.982513,0.745346,4.56086,3.41976,9.71373
image_025_label_6.bin,0.858126,1.59484,0.553909,0.40835,0.983397,0.74111,4.52488,3.41522,9.66979
image_053_label_0.bin,0.899234,1.59937,0.52443,0.416894,0.972206,0.771997,4.55624,3.43993,9.7457
image_012_label_4.bin,0.849022,1.59449,0.523092,0.412553,1.02997,0.771966,4.59388,3.37916,9.77998
image_078_label_5.bin,0.904689,1.6035,0.522177,0.40911,0.994854,0.757424,4.56602,3.43948,9.76356
image_084_label_0.bin,0.850535,1.62125,0.521875,0.408322,0.975231,0.764932,4.55363,3.40198,9.7011
image_015_label_5.bin,0.85098,1.59665,0.520292,0.410017,0.98178,0.744088,4.55892,3.37794,9.66798
image_060_label_0.bin,0.865384,1.6413,0.526538,0.424995,0.985188,0.770733,4.55861,3.45821,9.77836
image_019_label_6.bin,0.735505,1.60681,0.572808,0.411973,0.947041,0.741279,4.55551,3.32709,9.57528
image_035_label_2.bin,0.85608,1.59194,0.563995,0.408513,0.992479,0.74169,4.55994,3.42053,9.71969
image_021_label_3.bin,0.929292,1.59554,0.517905,0.413674,0.985553,0.803986,4.55577,3.45641,9.80655
image_058_label_2.bin,0.852173,1.58518,0.521703,0.411482,1.04814,0.742241,4.56861,3.37054,9.73475
image_006_label_1.bin,0.854999,1.5962,0.520532,0.413612,1.01392,0.745565,4.57622,3.38534,9.72667
image_056_label_6.bin,0.848633,1.59137,0.518803,0.412116,0.966502,0.748131,4.55657,3.37092,9.64738
image_096_label_7.bin,0.85339,1.60352,0.527666,0.405797,1.04756,0.831061,4.55342,3.39038,9.82771
image_042_label_0.bin,0.850389,1.60405,0.527123,0.409171,0.976771,0.746331,4.55556,3.39074,9.67481
image_046_label_1.bin,0.84965,1.64694,0.516217,0.409185,0.988742,0.742908,4.56472,3.422,9.72398
image_052_label_0.bin,0.736226,1.59594,0.5237,0.41164,0.952653,0.740478,4.57387,3.26751,9.53914
image_023_label_3.bin,0.84993,1.59487,0.558444,0.409341,0.987658,0.747176,4.55249,3.41258,9.70502
image_066_label_1.bin,0.906689,1.59469,0.514278,0.410989,0.997611,0.740346,4.56637,3.42664,9.73599
image_010_label_0.bin,0.846351,1.59801,0.5369,0.40906,1.01899,0.759188,4.51868,3.39032,9.69245
image_072_label_7.bin,0.852882,1.59994,0.532646,0.409227,0.979584,0.822323,4.5905,3.3947,9.79265
image_014_label_1.bin,0.852821,1.6202,0.520718,0.409892,1.00141,0.741608,4.57308,3.40363,9.72501
image_027_label_5.bin,0.85085,1.59971,0.527002,0.410205,0.978355,0.736654,4.55486,3.38776,9.6628
image_028_label_2.bin,0.853219,1.59295,0.520764,0.409832,0.970324,0.745195,4.55129,3.37676,9.64878
image_051_label_4.bin,0.850597,1.59127,0.529871,0.408005,1.04993,0.756004,4.51819,3.37975,9.70938
image_097_label_5.bin,0.748112,1.60485,0.577902,0.406675,0.980633,0.806463,4.55527,3.33754,9.68426
image_083_label_3.bin,0.73769,1.60803,0.520153,0.438378,1.01891,0.738723,4.56344,3.30425,9.62965
image_088_label_2.bin,0.754746,1.60652,0.528244,0.406227,0.963254,0.755817,4.5558,3.29573,9.57493
image_064_label_9.bin,0.735624,1.59401,0.522243,0.406023,0.95425,0.734661,4.56935,3.25791,9.52042
image_048_label_3.bin,0.732087,1.60446,0.557033,0.408084,0.948137,0.751416,4.57009,3.30167,9.57571
image_040_label_1.bin,0.778581,1.59311,0.520257,0.412772,0.958582,0.740082,4.52418,3.30472,9.53187
image_022_label_1.bin,0.729443,1.59281,0.546115,0.405479,0.957058,0.776862,4.53883,3.27385,9.55096
image_054_label_9.bin,0.732032,1.59304,0.519628,0.410009,0.958007,0.739758,4.51749,3.25471,9.47447
image_077_label_3.bin,0.733039,1.59212,0.520253,0.411958,0.977942,0.740001,4.51778,3.25737,9.49736
image_029_label_7.bin,0.763933,1.59255,0.54964,0.410108,0.950004,0.738994,4.5507,3.31623,9.56024
image_062_label_1.bin,0.899767,1.59107,0.519717,0.410646,0.973317,0.736596,4.56547,3.4212,9.70175
image_000_label_6.bin,0.852567,1.5937,0.517424,0.408551,1.02985,0.739662,4.59488,3.37224,9.74238
image_079_label_7.bin,0.851835,1.59113,0.528592,0.409372,0.978659,0.742477,4.58409,3.38093,9.69114
image_030_label_1.bin,0.732275,1.59431,0.518928,0.406388,0.94622,0.742819,4.51452,3.2519,9.45963
image_082_label_9.bin,0.852915,1.62367,0.531109,0.409514,0.995768,0.739647,4.51699,3.41721,9.67475
image_034_label_9.bin,0.728523,1.59562,0.557171,0.405659,0.954923,0.740007,4.54873,3.28697,9.53479
image_059_label_0.bin,0.852702,1.59292,0.521575,0.445692,1.02579,0.744119,4.51966,3.41289,9.7078
image_086_label_8.bin,0.742424,1.59148,0.530935,0.405861,0.948921,0.73611,4.55676,3.2707,9.51676
image_008_label_4.bin,0.852129,1.59632,0.523836,0.406528,0.969382,0.753956,4.56,3.37882,9.66768
