image_name,conv1_ms,conv2_ms,conv3_ms,conv4_ms,relu_ms,pool_ms,fc_ms,total_conv_ms,total_infer_ms
image_012_label_4.bin,10.8333,94.8836,0.456192,0.483296,1.227,0.920782,4.59234,106.656,113.402
image_078_label_5.bin,11.2211,93.7079,0.494788,0.432389,1.1974,0.909805,4.54749,105.856,112.517
image_084_label_0.bin,10.7182,93.9286,0.521328,0.459169,1.15277,1.00814,4.54047,105.627,112.334
image_015_label_5.bin,10.8652,93.4007,0.460056,0.432221,1.09838,0.907211,4.546,105.158,111.715
image_060_label_0.bin,10.7798,94.7722,0.455604,0.428305,1.09099,0.903066,4.47448,106.436,112.91
image_019_label_6.bin,10.8708,94.6729,0.451992,0.428708,1.09989,0.893519,4.47273,106.424,112.896
image_035_label_2.bin,10.7555,95.0884,0.452949,0.431231,1.09174,0.931957,4.57371,106.728,113.331
image_021_label_3.bin,10.8397,93.398,0.454643,0.432151,1.10389,0.905759,4.52021,105.124,111.659
image_058_label_2.bin,10.662,92.9832,0.450635,0.427134,1.08933,0.897665,4.5586,104.523,111.074
image_006_label_1.bin,10.7514,95.3345,0.458113,0.444168,1.11366,0.965906,4.95818,106.988,114.031
image_056_label_6.bin,11.0772,94.5313,0.458417,0.429386,1.13043,0.89953,4.54595,106.496,113.078
image_096_label_7.bin,10.7352,94.2238,0.450215,0.455322,1.11675,0.896684,4.48198,105.865,112.365
image_042_label_0.bin,10.7898,95.1865,0.445699,0.427175,1.08586,0.890818,4.46873,106.849,113.299
image_046_label_1.bin,10.7907,94.6646,0.449891,0.428284,1.10044,0.900215,4.5511,106.333,112.89
image_052_label_0.bin,10.7156,95.2543,0.441819,0.428241,1.07064,0.895557,4.46872,106.84,113.28
image_023_label_3.bin,10.8154,95.1679,0.455506,0.431676,1.09975,0.905518,4.51287,106.871,113.394
image_066_label_1.bin,10.7662,93.8406,0.455665,0.427561,1.11863,0.900621,4.46906,105.49,111.983
image_010_label_0.bin,10.8613,95.954,0.449252,0.425832,1.07717,0.902983,4.51109,107.69,114.187
image_072_label_7.bin,10.7449,95.5381,0.446545,0.427734,1.07298,0.887388,4.49283,107.157,113.615
image_014_label_1.bin,10.8655,95.472,0.448291,0.427145,1.08205,0.887747,4.49211,107.213,113.68
image_027_label_5.bin,10.8416,95.1391,0.450346,0.427917,1.07609,0.901005,4.46382,106.859,113.305
image_028_label_2.bin,10.8935,95.5015,0.445178,0.427732,1.10074,0.904824,4.48881,107.268,113.767
image_051_label_4.bin,10.7687,95.0599,0.447253,0.427875,1.06879,0.889557,4.46275,106.704,113.13
image_097_label_5.bin,10.7657,94.533,0.448737,0.427312,1.07259,0.895531,4.5462,106.175,112.694
image_083_label_3.bin,10.8153,95.2699,0.458804,0.431017,1.0887,0.959529,4.51281,106.975,113.541
image_088_label_2.bin,10.8527,94.1321,0.44798,0.42868,1.10445,0.905234,4.4675,105.861,112.343
image_064_label_9.bin,10.8226,95.5503,0.450177,0.427299,1.08071,0.921643,4.5235,107.25,113.781
image_048_label_3.bin,10.9237,95.8238,0.450336,0.428743,1.08152,0.949669,4.48264,107.627,114.146
image_040_label_1.bin,10.7465,94.7442,0.449897,0.427782,1.08212,0.88985,4.51952,106.368,112.865
image_022_label_1.bin,10.7448,96.5106,0.44758,0.428941,1.08704,0.894942,4.46347,108.132,114.582
image_054_label_9.bin,10.7224,95.462,0.448103,0.427303,1.11407,0.916322,4.49666,107.06,113.592
image_077_label_3.bin,10.7316,93.9553,0.447905,0.427086,1.0757,0.881939,4.63959,105.562,112.164
image_029_label_7.bin,10.8076,95.3692,0.449054,0.42852,1.11185,0.900362,4.52124,107.054,113.593
image_062_label_1.bin,10.8501,94.2691,0.456671,0.430072,1.10367,0.925988,4.51357,106.006,112.554
image_000_label_6.bin,10.6871,95.4853,0.451065,0.429224,1.15203,0.910454,4.50388,107.053,113.625
image_079_label_7.bin,10.8725,94.8406,0.446535,0.427047,1.11218,0.898218,4.50095,106.587,113.103
image_030_label_1.bin,10.8479,93.189,0.451935,0.430705,1.21966,0.922027,4.73188,104.92,111.82
image_082_label_9.bin,11.5287,94.9568,0.456363,0.436583,1.33187,0.98035,4.65385,107.378,114.351
image_034_label_9.bin,10.7312,92.6126,0.452934,0.429996,1.21715,0.927494,4.69135,104.227,111.069
image_059_label_0.bin,10.9581,93.5605,0.460067,0.429423,1.1663,0.895387,4.51398,105.408,111.99
image_086_label_8.bin,11.0239,93.5955,0.449282,0.431118,1.16262,0.912316,4.68025,105.5,112.261
image_008_label_4.bin,10.7933,93.066,0.451282,0.428385,1.11903,0.904774,4.52763,104.739,111.296
